sku,shopify_collection,enriched_title,variant_1_name,variant_1_value,variant_2_name,variant_2_value,enrichment_comments
480-150-020,,ORAL-B PRECISION CLEAN WHITE TOOTHBRUSH HEAD- PACK OF 2 COUNTS,,,,,[INFERRED]
480-150-015,,ORAL-B iO ULTIMATE CLEAN BLACK TOOTHBRUSH HEADS- PACK OF 2 COUNTS,,,,,[INFERRED]
480-150-018,,ORAL-B iO2 NIGHT BLACK ELECTRIC TOOTHBRUSH + TRAVEL CASE,,,,,[INFERRED]
480-150-016,,ORAL-B iO ULTIMATE CLEAN TOOTHBRUSH HEADS- PACK OF 2 COUNTS,,,,,[INFERRED]
480-150-017,,ORAL-B iO2 FOREST GREEN ELECTRIC TOOTHBRUSH + TRAVEL CASE,,,,,[INFERRED]
480-150-019,,ORAL-B iO2 WHITE ELECTRIC TOOTHBRUSH + TRAVEL CASE,,,,,[INFERRED]
400-140-002,,COMPUTER (HP ProOne 240 G10),,,,,[INFERRED]
560-120-001,,"AC BRACKET, OUTDOOR UNIT",,,,,[INFERRED]
560-130-006,,LG SPLIT 1.5HP GEN CCOL-B,,,,,[INFERRED]
560-130-012,,R410: 1HP & 1.5HP/R22:1HP,,,,,[INFERRED]
520-160-020,,PERMAFLO PINK- LIGHT-CURE COMPOSITE FOR GUM MASKING (2 X 1.2ML) SYRINGE,,,,,[INFERRED]
440-120-001,,CHILDRENS DENTAL ACTIVITY FUN BOOK,,,,,[INFERRED]
340-130-003,,4 SERIES SULCUS FORMER,,,,,[INFERRED]
320-150-005,,3.0MM DIGITAL IMPLANT ANALOG KIT,,,,,[INFERRED]
320-120-001,,3.0MM TITANIUM IMPRESSION POST & SLEEVE,,,,,[INFERRED]
560-120-014,,REPAIR OF HANDPIECE WATER DISPENSER LEAKAGE,,,,,[INFERRED]
560-120-015,,REPAIR OF ROTOR FOR HANDPIECE,,,,,[INFERRED]
560-110-005,,LOANING OF Bicon IMPLANT KIT,,,,,[INFERRED]
560-130-002,,DOCTOR'S SUPERVISION FEE,,,,,[INFERRED]
500-110-005,,DENTAL MAT DEVELOPER & FIXER (500ML),,,,,[INFERRED]
200-110-011,,PROTECTIVE EYE GOOGLE- GREEN,,,,,[INFERRED]
200-110-012,,PROTECTIVE GOOGLE- RED,,,,,[INFERRED]
340-170-026,,UNODENT SCALER TIPS NP3 N53,,,,,[INFERRED]
260-150-003,,FALCON K-FILES #40 (25MM),,,,,[INFERRED]
420-110-011,,SCREW WIRETENTION BORE #1006C14,,,,,[INFERRED]
280-140-008,,BAMBI COMPRESSOR VT75 OIL FREE LOW NOISE 0.75HP 24L RECEIVER (SINGLE SURGERY),,,,,[INFERRED]
280-140-005,,BAMBI COMPREESOR VT150 OIL FREE ULTRA LOW NOISE 1.5HP 50L RECEIVER (2-3 SURGERIES),,,,,[INFERRED]
400-130-015,,PIECE OF STAMP,,,,,[INFERRED]
400-130-014,,PIECE OF I.D. CARD WITH CLIP AND HOLDER,,,,,[INFERRED]
340-190-066,,ROOT ELEVATOR LUSSATORE 4MM (STRAIGHT),,,,,[INFERRED]
280-140-014,,BPB1002A START RELAY TYPE,,,,,[INFERRED]
360-120-004,,ISO-PROPHYL ALCOHOL,,,,,[INFERRED]
320-120-007,,4.5*6.0MM BRASS IMPLANT 3.0MM,,,,,[INFERRED]
400-120-005,,PRODUCT CATALOG,,,,,[INFERRED]
320-120-024,,3.0MM IMPRESSION KIT,,,,,[INFERRED]
320-120-023,,2.5MM IMPRESSION KIT,,,,,[INFERRED]
560-120-012,,REPAIR CHARGES,,,,,[INFERRED]
480-150-057,,TEPE ANGLE INTERDENTAL BRUSH ASSORTED (6/PK),,,,,[INFERRED]
340-190-121,,UNIROSE PERITOME PT2 SILICONE HANDLE ANTERIOR ORANGE,,,,,[INFERRED]
420-110-025,,FIXODENT PLUS UNBEATABLE BITE 40G,,,,,[INFERRED]
380-160-016,,UNODENT IMPREP 2 AC IMPRESSION MATERIAL WASH- NORMAL SET- LIGHT BODY (CORAL) (2 X 50ML),,,,,[INFERRED]
380-160-015,,UNODENT IMPREP 2 AC IMPRESSION MATERIAL PUTTY- SOFT NORMAL SET (GREEN) (2 X 300ML),,,,,[INFERRED]
580-130-008,,UNODENT STERILISATION POUCHES 250 X 370MM (9.8 x 14.6) (200PK),,,,,[INFERRED]
340-110-058,,UNODENT LARGE CODE RINGS ORANGE,,,,,[INFERRED]
340-190-025,,EXTRACTION FORCEPS AUTOCLAVABLE MOLARS UPPER/LOWER (UNODENT),,,,,[INFERRED]
580-130-009,,UNODENT STERILISATION POUCHES 57 X 95MM (2.25 x 3.7) (200/PK),,,,,[INFERRED]
580-130-010,,UNODENT STERILISATION POUCHES 70 X 230MM (2.75 x 9) (200/PK),,,,,[INFERRED]
480-150-049,,TEPE DAILY TOOTHPASTE 75ML KIDS,,,,,[INFERRED]
280-110-027,,EURONDA MONOART SALIVA EJECTORS CLEAR DIAMETER 6.5MM LENGTH 12.5CM,,,,,[INFERRED]
480-150-031,,COLGATE KIDS BATTERY TOOTHBRUSH SPIDER MAN,,,,,[INFERRED]
480-150-030,,COLGATE KIDS BATTERY TOOTHBRUSH MINIONS,,,,,[INFERRED]
520-210-002,,3M CAVIT PINK- TEMPORARY FILLING MATERIAL TUBES (10 X 7G),,,,,[INFERRED]
500-110-001,,CARESTREAM DENTAL READYMATIC DEVELOPER & REPLENISHER (5LTRS),,,,,[INFERRED]
500-110-002,,CARESTREAM DENTAL READYMATIC FIXER & REPLENISHER (5LTRS),,,,,[INFERRED]
520-160-031,,UNODENT UNOCORE DC CORE BUILD UP (10G),,,,,[INFERRED]
480-150-041,,ORAL-B CARS/PRINCESS TOOTHBRUSH (3-5 YEAR),,,,,[INFERRED]
200-110-016,,"UNODENT WRAP AROUND BLUE FILM (1,200/ROLL)",,,,,[INFERRED]
360-120-002,,ALPROJET DD CONCENTRATE,,,,,[INFERRED]
280-110-056,,SECTIONAL UNIDIRECTIONAL SCREWS,,,,,[INFERRED]
420-110-004,,EXPANSION SCREWS- MAXI 7.5MM,,,,,[INFERRED]
420-110-005,,EXPANSION SCREWS- MEDIUM 7.5MM,,,,,[INFERRED]
420-110-007,,EXPANSION SCREWS- Mini 6.5MM,,,,,[INFERRED]
340-190-052,,ROOT ELEVATOR CRYER 12MM LEFT,,,,,[INFERRED]
280-130-009,,WET AND DRY MILLING MACHINE FOR W5,,,,,[INFERRED]
280-140-004,,CHILLER FOR W5,,,,,[INFERRED]
300-110-001,,BASE CABINET FOR W5,,,,,[INFERRED]
280-140-003,,AIR COMPRESSOR (YY-1500*2-100),,,,,[INFERRED]
280-140-020,,VACUUM CLEANER (V9),,,,,[INFERRED]
280-150-001,,CAM SOFTWARE (MILLBOX-W5-EXP),,,,,[INFERRED]
280-130-007,,SINTERING FURNACE (S7/SiC-J),,,,,[INFERRED]
380-110-029,,STAIN & GLAZE (DILUTING LIQUID),,,,,[INFERRED]
380-110-028,,STAIN & GLAZE (AESTHETICS KIT),,,,,[INFERRED]
380-110-030,,STAIN & GLAZE (GUM KIT),,,,,[INFERRED]
380-122-002,,"ZIRCONIA BLOCK (3D PRO, 98*18MM, A1)",,,,,[INFERRED]
380-122-001,,"ZIRCONIA BLOCK (3D PRO, 98*14MM, A2)",,,,,[INFERRED]
380-122-009,,"ZIRCONIA BLOCK (ST-ML, 98*18MM, A2)",,,,,[INFERRED]
280-110-041,,NO SECT TUB. L1400 C-U2 HD ASS (97230472),,,,,[INFERRED]
380-122-003,,"ZIRCONIA BLOCK (3D PRO, 98*18MM, A3)",,,,,[INFERRED]
380-122-007,,"ZIRCONIA BLOCK (ST-ML, 98*16MM, A3)",,,,,[INFERRED]
380-122-011,,"ZIRCONIA BLOCK (ST-ML, 98*18MM, A4)",,,,,[INFERRED]
380-122-004,,"ZIRCONIA BLOCK (3D PRO, 98*18MM, A3.5)",,,,,[INFERRED]
380-122-010,,"ZIRCONIA BLOCK (ST-ML, 98*18MM, A3.5)",,,,,[INFERRED]
380-122-005,,"ZIRCONIA BLOCK (3D PRO, 98*18MM, B1)",,,,,[INFERRED]
380-122-012,,"ZIRCONIA BLOCK (ST-ML, 98*18MM, C1)",,,,,[INFERRED]
380-122-006,,"ZIRCONIA BLOCK (3D PRO, 98*18MM, D3)",,,,,[INFERRED]
380-122-008,,"ZIRCONIA BLOCK (ST-ML, 98*16MM, D3)",,,,,[INFERRED]
380-122-013,,"ZIRCONIA BLOCK (ST-ML, 98*18MM, D3)",,,,,[INFERRED]
380-122-014,,"ZIRCONIA BLOCK (ST-WHITE, 98*18MM)",,,,,[INFERRED]
280-140-018,,ULTIMATE XL BENCH TOP TORQUE,,,,,[INFERRED]
380-110-048,,BOIL OUT SOLUTION (GALLON),,,,,[INFERRED]
380-160-017,,VIVID ELEGANCE PUTTY REGULAR SET,,,,,[INFERRED]
280-130-008,,VACUUM FORMER MACHINE,,,,,[INFERRED]
280-110-058,,SENSIMATIC ELECTROSURGE D700SE,,,,,[INFERRED]
520-160-001,,ACTIVA TIP AUTOMIX + LONG INTRAORAL (20),,,,,[INFERRED]
380-160-014,,TROPICALGIN ALGINATE FAST SET,,,,,[INFERRED]
560-110-003,,"IMPLANT PROCEDURE D114: A DOCTOR, TWO CROWNS & LOANING OF AN IMPLANT KIT",,,,,[INFERRED]
280-140-006,,BAMBI COMPRESSOR VT150 OIL FREE LOW NOISE 1.5HP 50 LITRE RECEIVER (2-3 SURGERIES),,,,,[INFERRED]
560-110-004,,"IMPLANT PROCEDURE D115: A DOCTOR, ONE CROWN & LOANING OF AN IMPLANT KIT",,,,,[INFERRED]
280-110-075,,PIEZO 6 CASTELLINI SCALER (E) (95529098),,,,,[INFERRED]
